,Price,Year,Kilometer,Fuel Type,No. of Owner(s),Insurance,Registration type,Engine,Mileage (ARAI),Drivetrain,Turbocharger/Supercharger,Length,Width,Height,Wheelbase,Doors,Seating Capacity,No of Seating Rows,Front Brake Type,Rear Brake Type,Steering Type,Transmission_Type,Cruise_Control,ABS,Power_Windows,Sunroof,Rear_Wiper,Four_Wheel_Drive,Air_Conditioner,Steering_Adjustment,Heater,Parking_Sensors,Instrument_Cluster,Steering_controls,Display,Gears,Mileage,Power_bhp,Torque_Nm
1268,886000,2019,44796,Petrol,First,Third Party,Individual,1497.0,16.0,FWD ,No ,4453,1735,1666,2662,5.0,7.0,3.0,Disc ,Drum ,Power,Automatic,False,True,True,False,True,False,True,True,True,True,True,True,False,CVT,16.0,117.0,145.0
1269,368000,2017,43913,Petrol,First,Comprehensive,Individual,1198.0,19.49,FWD ,No ,3801,1665,1530,2450,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,19.49,67.0,104.0
1270,443000,2017,126967,Petrol,First,Comprehensive,Individual,998.0,23.1,FWD ,No ,3600,1600,1560,2425,5.0,5.0,2.0,Disc ,Drum ,Power,Automatic,False,False,True,False,True,False,True,True,True,False,True,True,False,Automatic,23.1,67.0,90.0
1271,308000,2015,52082,Diesel,First,Comprehensive,Individual,1248.0,20.4,FWD ,Yes,4596,1730,1494,2603,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,20.4,92.0,209.0
1272,455999,2013,85362,Diesel,First,Comprehensive,Individual,1582.0,22.32,FWD ,No ,4370,1700,1475,2570,4.0,5.0,2.0,Disc ,Disc,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,6 Gears,22.32,126.0,260.0
1273,252999,2013,101443,Diesel,Second,Comprehensive,Individual,1493.0,17.1,RWD ,Yes,3985,1850,1880,2760,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,5 Gears,17.1,100.0,240.0
1274,291000,2017,9531,LPG,Second,Comprehensive,Individual,796.0,10.9,RWD ,No ,3370,1410,1640,1840,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,False,False,False,False,False,False,False,4 Gears,10.9,29.0,50.0
1275,397000,2012,85633,Petrol,First,Comprehensive,Individual,1798.0,13.1,FWD ,Yes,4833,1817,1482,2761,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,False,True,True,False,Automatic,13.1,158.0,250.0
1276,430999,2013,275212,Diesel,First,Comprehensive,Individual,1461.0,20.5,FWD ,Yes,4331,1822,1671,2673,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,5 Gears,20.5,84.0,200.0
1277,497000,2014,182862,Diesel,First,Comprehensive,Individual,1582.0,22.32,FWD ,No ,4370,1700,1475,2570,4.0,5.0,2.0,Disc ,Disc,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,6 Gears,22.32,126.0,260.0
1278,487000,2015,65779,Petrol,First,Comprehensive,Individual,1496.0,16.780000686645508,FWD ,No ,4265,1695,1510,2550,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,16.780000686645508,88.0,132.0
1279,301000,2018,36356,Petrol,First,Comprehensive,Individual,1198.0,19.83,FWD ,No ,3788,1636,1507,2450,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,True,True,False,True,5 Gears,19.83,67.0,104.0
1280,683000,2014,87482,Diesel,Second,Comprehensive,Individual,2179.0,15.1,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,False,6 Gears,15.1,140.0,330.0
1281,640000,2017,105255,Diesel,Second,Comprehensive,Individual,1498.0,27.3,FWD ,Yes,3955,1694,1544,2530,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,True,True,6 Gears,27.3,98.0,200.0
1282,300000,2014,95801,Petrol,First,Comprehensive,Individual,998.0,23.1,FWD ,No ,3600,1600,1560,2425,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,False,False,False,False,True,False,True,False,True,False,False,5 Gears,23.1,67.0,90.0
1283,631000,2014,144158,Diesel,Second,Comprehensive,Individual,2179.0,15.4,RWD ,No ,4430,1817,1975,2680,5.0,8.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,False,False,False,5 Gears,15.4,120.0,290.0
1284,509999,2016,36994,Petrol,First,Comprehensive,Individual,1197.0,20.4,FWD ,No ,3850,1695,1530,2430,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.4,83.0,115.0
1285,634000,2016,88706,Petrol,Second,Comprehensive,Individual,1598.0,16.09,FWD ,No ,4390,1699,1467,2553,4.0,5.0,2.0,Ventilated Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,16.09,103.0,153.0
1286,428000,2015,79386,Petrol,First,Comprehensive,Individual,1499.0,15.8,FWD ,No ,3999,1765,1708,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,False,5 Gears,15.8,109.0,140.0
1287,342000,2018,26458,Petrol,First,Third Party,Individual,796.0,22.74,FWD ,No ,3395,1490,1475,2360,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,True,5 Gears,22.74,47.0,69.0
1288,497000,2018,68149,Diesel,First,Third Party,Individual,1047.0,27.28,FWD ,Yes,3746,1647,1535,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,27.28,69.0,140.0
1289,459999,2017,46765,Diesel,First,Not Available,Individual,1186.0,24.4,FWD ,Yes,3995,1660,1520,2425,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,False,True,True,False,5 Gears,24.4,74.0,190.0
1290,420000,2014,88000,Diesel,First,Comprehensive,Individual,1461.0,20.45,FWD ,Yes,4315,1822,1695,2673,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,True,True,False,True,False,False,5 Gears,20.45,84.0,200.0
1291,990000,2020,43000,Diesel,First,Comprehensive,Individual,1396.0,23.7,FWD ,Yes,3995,1770,1605,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,True,False,False,True,True,True,True,True,True,True,6 Gears,23.7,89.0,220.0
1292,465000,2017,49000,Diesel,First,Not Available,Individual,1120.0,24.0,FWD ,Yes,3765,1660,1520,2425,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,True,True,False,False,5 Gears,24.0,70.0,160.0
1293,225000,2012,63000,Petrol,First,Third Party,Individual,1197.0,20.63,FWD ,No ,3585,1595,1550,2380,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,False,False,False,5 Gears,20.63,79.0,112.7619
1294,380000,2017,34000,Petrol,First,Third Party,Individual,1198.0,19.44,FWD ,No ,3995,1635,1490,2450,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,19.44,67.0,104.0
1295,725000,2020,59843,Diesel,First,Not Available,Individual,1493.0,25.2,FWD ,No ,3995,1775,1505,2580,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,True,True,6 Gears,25.2,99.0,240.0
1296,285000,2013,81625,Diesel,Second,Not Available,Individual,1461.0,23.08,FWD ,No ,3780,1665,1530,2450,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,True,True,False,False,False,False,5 Gears,23.08,65.0,160.0
1297,365000,2014,42350,Petrol,First,Comprehensive,Individual,998.0,23.1,FWD ,No ,3600,1600,1560,2425,5.0,5.0,2.0,Disc ,Drum ,Power,Automatic,False,False,True,False,False,False,True,False,True,False,True,False,False,Automatic,23.1,67.0,90.0
1298,245000,2015,60000,Petrol,First,Comprehensive,Individual,1198.0,18.44,FWD ,No ,3825,1665,1530,2450,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,18.44,75.0,104.0
1299,525000,2019,13000,Petrol,First,Comprehensive,Individual,1086.0,20.3,FWD ,No ,3610,1645,1560,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,False,True,True,True,5 Gears,20.3,68.0,99.0
1300,210000,2013,47700,Petrol,First,Third Party,Individual,998.0,20.2,FWD ,No ,3620,1475,1460,2360,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,False,False,False,5 Gears,20.2,67.0,90.0
1301,400000,2018,56000,Diesel,First,Comprehensive,Individual,1047.0,27.28,FWD ,Yes,3746,1647,1535,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,27.28,69.0,140.0
1302,290000,2017,45000,Petrol,First,Third Party,Individual,814.0,21.1,FWD ,No ,3495,1550,1500,2380,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,21.1,55.0,75.0
1303,875000,2012,140000,Diesel,First,Comprehensive,Individual,2982.0,11.9,4WD,Yes,4705,1840,1850,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,True,True,True,True,True,True,True,True,5 Gears,11.9,169.0,343.0
1304,420000,2014,68000,Petrol,Second,Comprehensive,Individual,1497.0,17.8,FWD ,No ,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,True,False,False,True,True,True,True,True,True,True,5 Gears,17.8,117.0,145.0
1305,530000,2015,72000,Diesel,First,Third Party,Individual,1396.0,22.54,FWD ,Yes,3985,1734,1505,2570,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,True,False,6 Gears,22.54,89.0,220.0
1306,3550000,2021,97000,Diesel,First,Comprehensive,Individual,2755.0,14.24,RWD ,Yes,4795,1855,1835,2745,5.0,7.0,3.0,Ventilated Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,14.24,174.0,420.0
1307,320000,2019,32000,Petrol,First,Comprehensive,Individual,814.0,21.1,FWD ,No ,3495,1550,1500,2380,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,21.1,55.0,75.0
1308,4640000,2021,24000,Diesel,First,Comprehensive,Individual,2143.0,18.7,4WD,Yes,4424,1804,1494,2699,5.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,True,True,True,True,True,True,True,True,True,Automatic,18.7,168.0,350.0
1309,1075000,2022,4320,Petrol,First,Comprehensive,Individual,1462.0,20.6,FWD ,No ,4490,1730,1485,2650,4.0,5.0,2.0,Ventilated Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,20.6,103.0,138.0
1310,1050000,2020,70000,Diesel,First,Third Party,Individual,1582.0,24.8,FWD ,Yes,4375,1700,1475,2570,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,6 Gears,24.8,126.0,260.0
1311,869999,2020,28000,Diesel,First,Comprehensive,Individual,1493.0,16.7,RWD ,Yes,3995,1745,1880,2680,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,True,True,False,True,5 Gears,16.7,75.0,210.0
1312,1775000,2017,148000,Diesel,First,Not Available,Individual,2393.0,15.1,RWD ,Yes,4735,1830,1795,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,15.1,148.0,343.0
1313,350000,2014,83000,Diesel,Second,Third Party,Individual,1199.0,22.04,FWD ,No ,3970,1682,1453,2456,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,False,True,False,5 Gears,22.04,74.0,180.0
1314,525000,2019,25678,Petrol,First,Third Party,Individual,1197.0,20.52,FWD ,No ,3655,1620,1675,2435,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,20.52,82.0,113.0
1315,490000,2014,82000,Diesel,First,Comprehensive,Individual,1498.0,22.7,FWD ,Yes,3999,1765,1708,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,False,5 Gears,22.7,89.0,204.0
1316,525000,2019,25678,Petrol,First,Third Party,Individual,1197.0,20.52,FWD ,No ,3655,1620,1675,2435,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,20.52,82.0,113.0
1317,740000,2015,85000,Diesel,First,Comprehensive,Individual,2179.0,15.4,RWD ,Yes,4456,1820,1995,2680,5.0,9.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,15.4,120.0,280.0
1318,3875000,2019,33000,Diesel,First,Comprehensive,Individual,1950.0,12.06,RWD ,Yes,4686,1810,1442,2840,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,True,True,True,True,Automatic,12.06,192.0,400.0
1319,560000,2012,105016,Diesel,First,Third Party,Individual,2179.0,15.1,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,False,6 Gears,15.1,140.0,330.0
1320,1600000,2010,49781,Petrol,First,Not Available,Individual,1984.0,11.300000190734863,FWD ,No ,4129,1721,1498,2502,3.0,4.0,2.0,Disc ,Disc,Power,Automatic,False,True,True,False,False,False,True,False,True,True,True,False,False,Automatic,11.300000190734863,114.0,172.0
1321,1073000,2017,62084,Diesel,First,Third Party,Individual,1582.0,19.67,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,19.67,126.0,265.0
1322,1540000,2020,65000,Diesel,First,Comprehensive,Individual,2179.0,15.0,RWD ,Yes,4456,1820,1995,2680,5.0,8.0,3.0,Ventilated Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,6 Gears,15.0,140.0,320.0
1323,450000,2017,44000,Petrol,First,Comprehensive,Individual,1196.0,18.16,FWD ,No ,3995,1695,1525,2491,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,18.16,87.0,112.0
1324,340000,2014,63000,Diesel,First,Not Available,Individual,1248.0,23.2,FWD ,Yes,3775,1680,1620,2360,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,True,False,5 Gears,23.2,73.0,190.0
1325,2600000,2012,42000,Diesel,First,Comprehensive,Individual,2967.0,13.88,AWD ,Yes,4969,2139,1420,2914,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,True,True,True,True,True,False,True,True,True,Automatic,13.88,241.0,500.0
1326,140000,2009,97000,Petrol,Third,Third Party,Individual,1086.0,13.2,FWD ,No ,3565,1595,1550,2380,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,False,False,False,False,False,5 Gears,13.2,67.0,99.0
1327,475000,2016,62000,Diesel,Second,Comprehensive,Individual,1248.0,25.2,FWD ,Yes,3850,1695,1530,2430,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,25.2,74.0,190.0
1328,1300000,2018,65000,Diesel,First,Comprehensive,Individual,2179.0,15.1,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Ventilated Disc ,Disc,Power,Manual,True,True,True,True,True,False,True,True,True,True,True,True,True,6 Gears,15.1,153.0,360.0
1329,1050000,2014,76645,Diesel,First,Third Party,Individual,1968.0,19.3,FWD ,Yes,4659,1814,1476,2688,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,False,True,True,False,False,False,True,True,True,True,True,True,True,Automatic,19.3,141.0,320.0
1330,740000,2018,87000,Diesel,First,Comprehensive,Individual,1248.0,24.29,FWD ,Yes,3995,1790,1640,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,24.29,89.0,200.0
1331,1125000,2018,139000,Diesel,First,Third Party,Individual,2179.0,13.85,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Automatic,True,True,True,True,True,False,True,True,True,True,True,True,True,Automatic,13.85,138.0,330.0
1332,575000,2016,82000,Diesel,First,Not Available,Individual,1498.0,22.27,FWD ,Yes,3999,1765,1708,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,22.27,99.0,205.0
1333,325000,2017,88369,Petrol,First,Third Party,Individual,998.0,23.1,FWD ,No ,3600,1600,1560,2425,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,23.1,67.0,90.0
1334,300000,2013,35000,Petrol,First,Comprehensive,Individual,998.0,20.5,FWD ,No ,3636,1475,1670,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,True,True,False,True,False,False,5 Gears,20.5,67.0,90.0
1335,740000,2015,81000,Diesel,First,Comprehensive,Individual,2179.0,15.4,RWD ,Yes,4456,1820,1995,2680,5.0,9.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,15.4,120.0,280.0
1336,220000,2011,99000,Diesel,First,Third Party,Individual,2498.0,11.4,4WD,No ,4520,1850,1895,2760,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,True,False,False,False,False,False,5 Gears,11.4,114.0,260.0
1337,375000,2013,130652,Diesel,Second,Third Party,Individual,1461.0,20.45,FWD ,Yes,4315,1822,1695,2673,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.45,84.0,200.0
1338,575000,2017,30728,Petrol,Second,Comprehensive,Individual,1197.0,21.4,FWD ,No ,3995,1745,1500,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,False,5 Gears,21.4,83.0,115.0
1339,825000,2016,91000,Diesel,First,Comprehensive,Individual,1582.0,19.67,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,19.67,126.0,265.0
1340,575000,2015,88000,Diesel,First,Comprehensive,Individual,1461.0,19.87,FWD ,Yes,4315,1822,1695,2673,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,True,True,False,True,True,False,5 Gears,19.87,84.0,200.0
1341,740000,2015,81000,Diesel,First,Comprehensive,Individual,2179.0,15.4,RWD ,Yes,4456,1820,1995,2680,5.0,9.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,15.4,120.0,280.0
1342,2590000,2017,96000,Diesel,First,Comprehensive,Individual,3198.0,10.91,4WD,Yes,4892,1860,1837,2850,5.0,7.0,3.0,Disc ,Disc,Power,Automatic,True,True,True,False,True,True,True,True,True,True,True,True,True,Automatic,10.91,197.0,470.0
1343,2850000,2018,63112,Diesel,Second,Not Available,Individual,2755.0,12.9,RWD ,Yes,4795,1855,1835,2745,5.0,7.0,3.0,Ventilated Disc ,Disc,Power,Automatic,True,True,True,False,True,False,True,True,True,True,True,True,True,Automatic,12.9,174.0,450.0
1344,750000,2015,62000,Diesel,First,Comprehensive,Individual,2179.0,16.0,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,16.0,138.0,330.0
1345,325000,2016,73258,Petrol,First,Comprehensive,Individual,1197.0,20.63,FWD ,No ,3585,1595,1550,2380,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,False,False,False,5 Gears,20.63,79.0,112.7619
1346,260000,2009,86325,Diesel,Second,Third Party,Individual,1248.0,14.0,FWD ,No ,4160,1690,1530,2390,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,False,False,False,False,False,5 Gears,14.0,75.0,190.0
1347,625000,2015,79991,Diesel,Second,Third Party,Individual,1248.0,23.65,FWD ,Yes,4300,1765,1590,2600,5.0,5.0,2.0,Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,23.65,89.0,200.0
1348,690000,2020,15000,Petrol,First,Third Party,Individual,1197.0,23.2,FWD ,No ,3995,1735,1515,2450,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,23.2,89.0,113.0
1349,575000,2018,62000,Diesel,First,Comprehensive,Individual,1498.0,21.66,FWD ,Yes,3995,1682,1483,2470,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,21.66,109.0,250.0
1350,475000,2015,72000,Diesel,First,Comprehensive,Individual,1498.0,25.8,FWD ,Yes,3990,1680,1505,2405,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,25.8,99.0,200.0
1351,450000,2012,45000,Diesel,First,Not Available,Individual,1248.0,23.4,FWD ,No ,3995,1695,1555,2430,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,False,False,False,5 Gears,23.4,74.0,190.0
1352,650000,2020,17000,Petrol,First,Third Party,Individual,1197.0,20.4,FWD ,No ,3850,1695,1530,2430,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.4,83.0,115.0
1353,475000,2016,8200,Diesel,First,Comprehensive,Individual,1248.0,25.2,FWD ,Yes,3850,1695,1530,2430,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,25.2,74.0,190.0
1354,1025000,2019,62000,Diesel,First,Comprehensive,Individual,2179.0,14.0,RWD ,Yes,4655,1965,1922,2650,5.0,7.0,3.0,Disc ,Disc,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,True,False,5 Gears,14.0,148.0,320.0
1355,2675000,2017,111000,Diesel,First,Comprehensive,Individual,2755.0,14.24,RWD ,Yes,4795,1855,1835,2745,5.0,7.0,3.0,Ventilated Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,14.24,174.0,420.0
1356,650000,2018,66000,Diesel,First,Not Available,Individual,1248.0,27.39,FWD ,Yes,3995,1745,1500,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,27.39,74.0,190.0
1357,735000,2015,90000,Diesel,First,Comprehensive,Individual,2179.0,15.4,RWD ,Yes,4456,1820,1995,2680,5.0,9.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,15.4,120.0,280.0
1358,375000,2020,12000,Petrol,First,Not Available,Individual,999.0,23.01,FWD ,No ,3679,1579,1478,2422,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,False,True,False,True,5 Gears,23.01,67.0,91.0
1359,825000,2018,70000,Diesel,First,Comprehensive,Individual,1582.0,24.8,FWD ,Yes,4375,1700,1475,2570,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,6 Gears,24.8,126.0,260.0
1360,535000,2016,28000,Petrol,First,Third Party,Individual,1197.0,20.85,FWD ,No ,3995,1695,1555,2430,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.85,83.0,115.0
1361,935000,2017,95000,Diesel,First,Not Available,Individual,1582.0,24.8,FWD ,Yes,4375,1700,1475,2570,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,6 Gears,24.8,126.0,260.0
1362,600000,2018,37000,Diesel,First,Comprehensive,Individual,1498.0,24.4,FWD ,Yes,3954,1737,1570,2490,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,24.4,99.0,215.0
1363,760000,2018,75000,Diesel,First,Comprehensive,Individual,1248.0,24.29,FWD ,Yes,3995,1790,1640,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,False,5 Gears,24.29,89.0,200.0
1364,195000,2014,52000,LPG,First,Third Party,Individual,814.0,21.1,FWD ,No ,3495,1550,1500,2380,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,False,False,False,False,True,True,True,False,True,False,False,5 Gears,21.1,55.0,75.0
1365,1875000,2018,93000,Diesel,First,Comprehensive,Individual,2393.0,15.1,RWD ,Yes,4735,1830,1795,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,15.1,148.0,343.0
1366,1100000,2017,80000,Diesel,Second,Comprehensive,Individual,1997.0,16.0,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Manual,True,True,True,True,True,False,True,True,True,True,True,True,True,6 Gears,16.0,138.0,320.0
1367,675000,2017,82000,Diesel,First,Comprehensive,Individual,1498.0,23.0,FWD ,Yes,3998,1765,1647,2519,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,23.0,99.0,205.0
1368,550000,2016,52000,Petrol,First,Comprehensive,Individual,1197.0,20.85,FWD ,No ,3995,1695,1555,2430,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.85,83.0,115.0
1369,875000,2018,120000,Diesel,First,Comprehensive,Individual,2179.0,14.0,RWD ,Yes,4655,1965,1922,2650,5.0,7.0,3.0,Disc ,Disc,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,True,False,5 Gears,14.0,148.0,320.0
1370,350000,2011,25000,Petrol,First,Comprehensive,Individual,1197.0,19.1,FWD ,No ,3995,1695,1555,2430,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,False,True,False,5 Gears,19.1,85.0,114.0
