,Price,Year,Kilometer,Fuel Type,No. of Owner(s),Insurance,Registration type,Engine,Mileage (ARAI),Drivetrain,Turbocharger/Supercharger,Length,Width,Height,Wheelbase,Doors,Seating Capacity,No of Seating Rows,Front Brake Type,Rear Brake Type,Steering Type,Transmission_Type,Cruise_Control,ABS,Power_Windows,Sunroof,Rear_Wiper,Four_Wheel_Drive,Air_Conditioner,Steering_Adjustment,Heater,Parking_Sensors,Instrument_Cluster,Steering_controls,Display,Gears,Mileage,Power_bhp,Torque_Nm
0,2650000,2015,96000,Diesel,Second,Comprehensive,Individual,2967.0,12.07,AWD ,Yes,5089,1983,1737,3002,5.0,7.0,3.0,Disc ,Disc,Power,Automatic,True,True,True,True,True,True,True,True,True,True,True,True,True,Automatic,12.07,241.0,550.0
1,560000,2018,44350,Petrol,Second,Not Available,Individual,1197.0,18.6,FWD ,No ,3985,1734,1505,2570,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,18.6,82.0,115.0
2,400000,2014,85000,Diesel,First,Third Party,Individual,1248.0,23.4,FWD ,No ,3995,1695,1555,2430,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,False,False,False,5 Gears,23.4,74.0,190.0
3,1015000,2021,26982,Petrol,First,Third Party,Individual,1462.0,17.0,FWD ,No ,3995,1790,1640,2500,5.0,5.0,2.0,Ventilated Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,17.0,103.0,138.0
4,990000,2014,110700,Diesel,Second,Not Available,Individual,1968.0,18.66,FWD ,Yes,4861,1864,1483,2841,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,True,True,True,True,Automatic,18.66,174.0,350.0
5,270000,2017,37000,Petrol,First,Not Available,Individual,799.0,25.17,FWD ,No ,3679,1579,1478,2422,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,False,True,False,True,5 Gears,25.17,53.0,72.0
6,380000,2014,64000,Petrol,First,Comprehensive,Individual,1197.0,19.1,FWD ,No ,3995,1660,1520,2425,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,19.1,81.0,114.0
7,1050000,2020,63325,Diesel,First,Comprehensive,Individual,1497.0,20.0,FWD ,Yes,3995,1821,1627,2600,5.0,5.0,2.0,Disc ,Disc,Power,Manual,True,True,True,True,True,False,True,True,True,True,True,True,True,6 Gears,20.0,115.0,300.0
8,825000,2019,42315,Diesel,First,Comprehensive,Individual,1498.0,21.7,FWD ,Yes,3998,1765,1647,2519,5.0,5.0,2.0,Ventilated Disc ,Drum ,Power,Manual,False,True,True,True,True,False,True,True,True,True,True,True,True,5 Gears,21.7,99.0,215.0
9,780000,2019,62226,Diesel,First,Comprehensive,Individual,1498.0,23.0,FWD ,Yes,3998,1765,1647,2519,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,23.0,99.0,205.0
10,625000,2017,51232,Diesel,Second,Not Available,Individual,2498.0,13.28,4WD,Yes,3920,1726,1930,2430,3.0,6.0,2.0,Disc ,Drum ,Power,Manual,False,False,False,False,False,False,True,False,True,False,True,False,False,5 Gears,13.28,105.0,247.0
11,825000,2021,43000,Diesel,First,Comprehensive,Individual,1493.0,25.2,FWD ,No ,3995,1775,1505,2580,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,True,True,6 Gears,25.2,99.0,240.0
12,800000,2021,20000,Petrol,First,Third Party,Individual,999.0,20.0,FWD ,Yes,3994,1758,1572,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,20.0,99.0,160.0
13,900000,2017,89000,Diesel,First,Comprehensive,Individual,2179.0,13.85,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Automatic,True,True,True,False,True,False,True,True,True,True,True,True,True,Automatic,13.85,138.0,330.0
14,985000,2018,78000,Diesel,Second,Comprehensive,Individual,2179.0,15.1,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Ventilated Disc ,Disc,Power,Manual,True,True,True,True,True,False,True,True,True,True,True,True,True,6 Gears,15.1,153.0,360.0
15,750000,2021,26169,Petrol,First,Comprehensive,Individual,999.0,19.17,FWD ,No ,3991,1750,1605,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,19.17,71.0,96.0
16,515000,2014,85000,Diesel,Second,Not Available,Individual,1498.0,26.0,FWD ,Yes,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,True,False,False,True,True,True,True,True,True,True,6 Gears,26.0,99.0,200.0
17,625000,2017,66400,Diesel,First,Not Available,Individual,1248.0,28.4,FWD ,Yes,3995,1735,1515,2450,4.0,5.0,2.0,Disc ,Drum ,Power,Automatic,False,True,True,False,False,False,True,True,True,True,True,True,True,Automatic,28.4,74.0,190.0
18,775000,2017,32900,Petrol,First,Not Available,Individual,1199.0,17.5,FWD ,No ,3999,1734,1601,2555,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,True,True,False,True,True,True,True,True,True,True,5 Gears,17.5,89.0,110.0
19,1490000,2014,83000,Diesel,First,Not Available,Individual,2982.0,12.55,RWD ,Yes,4705,1840,1850,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Automatic,True,True,True,False,True,False,True,True,True,True,True,True,True,Automatic,12.55,169.0,360.0
20,2150000,2015,52600,Diesel,Second,Not Available,Individual,1995.0,19.59,RWD ,Yes,4624,2031,1429,2810,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,True,True,True,True,Automatic,19.59,184.0,380.0
21,1390000,2014,85900,Diesel,First,Not Available,Individual,1968.0,20.3799991607666,FWD ,Yes,4456,1796,1416,2637,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,False,False,False,True,True,True,True,True,True,True,Automatic,20.3799991607666,141.0,320.0
22,1390000,2014,79800,Diesel,Second,Not Available,Individual,1968.0,16.66,FWD ,No ,4915,1874,1455,2912,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,False,False,True,False,CVT,16.66,177.0,380.0
23,690000,2019,10900,Petrol,First,Not Available,Individual,1198.0,17.8,FWD ,No ,3990,1680,1505,2405,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,True,False,5 Gears,17.8,87.0,109.0
24,790000,2016,115300,Diesel,Second,Not Available,Individual,1582.0,19.67,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,19.67,126.0,265.0
25,775000,2019,61400,Petrol,First,Not Available,Individual,1199.0,17.5,FWD ,No ,3999,1734,1601,2555,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,True,True,False,True,True,True,True,True,True,True,5 Gears,17.5,89.0,110.0
26,1485000,2016,125000,Diesel,First,Comprehensive,Individual,2755.0,14.29,RWD ,Yes,4735,1830,1795,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Automatic,True,True,True,False,True,False,True,True,True,True,True,True,True,Automatic,14.29,172.0,360.0
27,735000,2017,74900,Diesel,First,Not Available,Individual,1248.0,24.29,FWD ,Yes,3995,1790,1640,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,24.29,89.0,200.0
28,375000,2015,72000,Diesel,First,Not Available,Individual,1461.0,21.64,FWD ,Yes,4425,1695,1505,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,21.64,85.0,200.0
29,700000,2021,19000,Diesel,First,Comprehensive,Individual,1497.0,23.0,FWD ,Yes,3990,1755,1523,2501,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,23.0,89.0,200.0
30,715000,2017,24000,Petrol,First,Comprehensive,Individual,1373.0,17.5,FWD ,No ,4296,1695,1685,2740,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,17.5,94.0,130.0
31,850000,2018,121000,Diesel,First,Comprehensive,Individual,2179.0,14.0,RWD ,Yes,4655,1965,1922,2650,5.0,7.0,3.0,Disc ,Disc,Power,Manual,False,True,True,False,True,False,True,True,True,True,False,True,True,5 Gears,14.0,148.0,320.0
32,635000,2016,68200,Diesel,First,Not Available,Individual,1248.0,28.09,FWD ,Yes,4490,1730,1485,2650,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,28.09,89.0,200.0
33,760000,2018,74000,Petrol,First,Not Available,Individual,1591.0,17.4,FWD ,No ,4375,1700,1475,2570,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,17.4,121.0,158.0
34,525000,2014,108000,Diesel,Second,Not Available,Individual,1498.0,26.0,FWD ,Yes,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,6 Gears,26.0,99.0,200.0
35,465000,2016,65000,Diesel,First,Comprehensive,Individual,1498.0,25.8,FWD ,Yes,3990,1680,1505,2405,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,25.8,99.0,200.0
36,575000,2019,36000,Petrol,Second,Comprehensive,Individual,1197.0,19.8,FWD ,No ,3985,1734,1505,2570,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,True,True,True,False,5 Gears,19.8,82.0,115.0
37,740000,2015,73000,Diesel,First,Not Available,Individual,1582.0,19.67,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,19.67,126.0,265.0
38,360000,2013,86000,Diesel,First,Comprehensive,Individual,1461.0,20.5,FWD ,Yes,4331,1822,1671,2673,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,5 Gears,20.5,84.0,200.0
39,700000,2018,65000,Diesel,First,Comprehensive,Individual,1248.0,24.29,FWD ,Yes,3995,1790,1640,2500,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,24.29,89.0,200.0
40,380000,2014,64000,Diesel,First,Comprehensive,Individual,1498.0,25.8,FWD ,Yes,3990,1680,1505,2405,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,25.8,99.0,200.0
41,575000,2016,63000,Diesel,First,Not Available,Individual,1248.0,28.09,FWD ,Yes,4490,1730,1485,2650,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,28.09,89.0,200.0
42,170000,2013,65000,Petrol,Second,Comprehensive,Individual,796.0,22.74,FWD ,No ,3395,1490,1475,2360,5.0,5.0,2.0,Disc ,Drum ,Manual,Manual,False,False,False,False,False,False,True,False,True,False,True,False,False,5 Gears,22.74,47.0,69.0
43,325000,2017,45000,Petrol,First,Comprehensive,Individual,998.0,24.07,FWD ,No ,3545,1490,1475,2360,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,24.07,67.0,90.0
44,625000,2020,47000,Diesel,First,Comprehensive,Individual,1497.0,23.0,FWD ,Yes,3990,1755,1523,2501,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,23.0,89.0,200.0
45,360000,2017,68000,Petrol,First,Not Available,Individual,1047.0,27.28,FWD ,Yes,3746,1647,1535,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,False,False,5 Gears,27.28,69.0,140.0
46,325000,2013,80000,Diesel,Second,Comprehensive,Individual,1498.0,25.8,FWD ,Yes,3990,1680,1505,2405,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,25.8,99.0,200.0
47,490000,2019,30000,Petrol,First,Comprehensive,Individual,1197.0,18.9,FWD ,No ,3765,1660,1520,2425,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,18.9,81.0,114.0
48,220000,2014,49000,Diesel,First,Not Available,Individual,1399.0,20.0,FWD ,Yes,3795,1680,1427,2489,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,True,False,5 Gears,20.0,68.0,160.0
49,825000,2016,68000,Diesel,Second,Comprehensive,Individual,1582.0,19.67,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,19.67,126.0,265.0
50,225000,2016,44000,Petrol,First,Comprehensive,Individual,796.0,22.74,FWD ,No ,3395,1490,1475,2360,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,22.74,47.0,69.0
51,280000,2018,34000,Petrol,First,Not Available,Individual,796.0,24.7,FWD ,No ,3430,1490,1475,2360,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,24.7,48.0,69.0
52,635000,2021,20000,CNG,First,Not Available,Individual,998.0,26.6,FWD ,No ,3599,1495,1700,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,26.6,58.0,77.0
53,1575000,2020,105000,Diesel,First,Comprehensive,Individual,1956.0,17.41,FWD ,Yes,4655,1835,1760,2750,5.0,5.0,2.0,Disc ,Disc,Power,Manual,True,True,True,True,True,False,True,True,True,True,True,True,True,6 Gears,17.41,169.0,350.0
54,515000,2015,77000,Diesel,First,Comprehensive,Individual,1248.0,27.39,FWD ,Yes,3995,1745,1500,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,27.39,74.0,190.0
55,425000,2013,62000,Diesel,First,Not Available,Individual,2179.0,14.0,RWD ,Yes,4655,1965,1922,2650,5.0,7.0,3.0,Disc ,Disc,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,False,5 Gears,14.0,138.0,320.0
56,925000,2012,148000,Diesel,First,Not Available,Individual,2982.0,11.9,4WD,Yes,4705,1840,1850,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,True,True,True,True,True,True,True,True,5 Gears,11.9,169.0,343.0
57,649000,2019,35500,Diesel,First,Not Available,Individual,1248.0,28.4,FWD ,Yes,3840,1735,1530,2450,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,28.4,74.0,190.0
58,320000,2013,64000,Diesel,Second,Comprehensive,Individual,1498.0,21.66,FWD ,Yes,4386,1699,1466,2552,4.0,5.0,2.0,Disc ,Drum ,Power,Automatic,False,True,True,False,False,False,True,True,True,True,True,True,False,Automatic,21.66,103.0,250.0
59,425000,2016,49000,Petrol,First,Not Available,Individual,1197.0,20.85,FWD ,No ,3995,1695,1555,2430,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.85,83.0,115.0
60,649000,2017,60000,Diesel,First,Not Available,Individual,1493.0,16.5,RWD ,Yes,3995,1745,1880,2680,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,False,True,False,True,False,False,5 Gears,16.5,70.0,195.0
61,575000,2016,680000,Diesel,Second,Not Available,Individual,1396.0,21.19,FWD ,Yes,3995,1760,1555,2570,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,21.19,89.0,220.0
62,290000,2018,40000,Petrol,First,Not Available,Individual,799.0,25.17,FWD ,No ,3679,1579,1478,2422,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,True,5 Gears,25.17,53.0,72.0
63,869999,2020,34207,Petrol,First,Comprehensive,Individual,1198.0,17.88,FWD ,Yes,3994,1811,1607,2498,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,17.88,108.0,170.0
64,775000,2017,57234,Petrol,First,Not Available,Individual,1497.0,17.4,FWD ,No ,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,17.4,117.0,145.0
65,480000,2014,85000,Diesel,First,Not Available,Individual,2179.0,14.0,RWD ,Yes,4655,1965,1922,2650,5.0,7.0,3.0,Disc ,Disc,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,5 Gears,14.0,138.0,320.0
66,509999,2013,110000,Diesel,Second,Comprehensive,Individual,2179.0,15.1,FWD ,Yes,4585,1890,1785,2700,5.0,7.0,3.0,Disc ,Disc,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,False,6 Gears,15.1,140.0,330.0
67,770000,2017,79774,Diesel,First,Not Available,Individual,1498.0,25.5,FWD ,Yes,3999,1734,1601,2555,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,True,True,False,True,True,True,True,True,True,True,6 Gears,25.5,99.0,200.0
68,525000,2019,35341,Petrol,First,Comprehensive,Individual,1194.0,20.4,FWD ,No ,3995,1704,1525,2490,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,20.4,95.0,120.0
69,540000,2015,76000,Diesel,First,Comprehensive,Individual,1498.0,26.0,FWD ,Yes,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,False,True,True,False,6 Gears,26.0,99.0,200.0
70,750000,2018,61000,Diesel,First,Not Available,Individual,1493.0,18.49,RWD ,Yes,3995,1835,1839,2680,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,5 Gears,18.49,100.0,240.0
71,935000,2021,33300,Diesel,First,Comprehensive,Individual,1498.0,27.4,FWD ,Yes,3995,1695,1501,2470,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,27.4,99.0,200.0
72,1390000,2014,194000,Diesel,First,Not Available,Individual,2982.0,12.55,RWD ,Yes,4705,1840,1850,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Automatic,True,True,True,False,True,False,True,True,True,True,True,True,True,Automatic,12.55,169.0,360.0
73,1190000,2013,112000,Diesel,First,Not Available,Individual,2967.0,12.37,AWD ,Yes,4629,1898,1653,2807,5.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,True,True,True,True,True,True,True,True,Automatic,12.37,241.0,580.0
74,1190000,2013,112000,Diesel,First,Not Available,Individual,2967.0,12.37,AWD ,Yes,4629,1898,1653,2807,5.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,True,True,True,True,True,True,True,True,Automatic,12.37,241.0,580.0
75,1390000,2014,194000,Diesel,First,Not Available,Individual,2982.0,12.55,RWD ,Yes,4705,1840,1850,2750,5.0,7.0,3.0,Disc ,Drum ,Power,Automatic,True,True,True,False,True,False,True,True,True,True,True,True,True,Automatic,12.55,169.0,360.0
76,450000,2020,11900,Petrol,First,Not Available,Individual,799.0,25.17,FWD ,No ,3679,1579,1478,2422,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,False,True,False,True,5 Gears,25.17,53.0,72.0
77,325000,2014,86000,Diesel,Second,Not Available,Individual,1461.0,19.3,FWD ,No ,4400,1700,1860,2725,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,False,False,False,5 Gears,19.3,85.0,200.0
78,570000,2015,80000,Diesel,First,Comprehensive,Individual,2179.0,14.0,RWD ,Yes,4655,1965,1922,2650,5.0,7.0,3.0,Disc ,Disc,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,5 Gears,14.0,138.0,320.0
79,390000,2014,70000,Diesel,Second,Not Available,Individual,1364.0,23.59,FWD ,Yes,3895,1735,1555,2460,5.0,5.0,2.0,Ventilated Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,True,False,False,5 Gears,23.59,67.0,170.0
80,560000,2018,44350,Petrol,Second,Not Available,Individual,1197.0,18.6,FWD ,No ,3985,1734,1505,2570,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,False,5 Gears,18.6,82.0,115.0
81,465000,2017,64000,Petrol,First,Not Available,Individual,1199.0,23.84,FWD ,No ,3746,1647,1535,2400,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,23.84,84.0,114.0
82,275000,2016,43000,Petrol,First,Not Available,Individual,999.0,23.01,FWD ,No ,3679,1579,1478,2422,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,True,False,True,5 Gears,23.01,67.0,91.0
83,409999,2016,65000,Petrol,First,Comprehensive,Individual,1197.0,19.1,FWD ,No ,3995,1660,1520,2425,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,19.1,81.0,114.0
84,440000,2015,68000,Diesel,Third,Not Available,Individual,1498.0,22.27,FWD ,Yes,3999,1765,1708,2520,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,5 Gears,22.27,99.0,205.0
85,450000,2018,82000,Diesel,Second,Comprehensive,Individual,1498.0,25.83,FWD ,Yes,3886,1695,1525,2491,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,True,True,False,5 Gears,25.83,99.0,215.0
86,270000,2017,37000,Petrol,First,Not Available,Individual,799.0,25.17,FWD ,No ,3679,1579,1478,2422,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,False,True,False,True,False,True,5 Gears,25.17,53.0,72.0
87,825000,2015,85000,Diesel,Second,Not Available,Individual,2179.0,15.4,RWD ,Yes,4456,1820,1995,2680,5.0,8.0,3.0,Disc ,Drum ,Power,Manual,True,True,True,False,True,False,True,True,True,True,True,True,False,5 Gears,15.4,120.0,280.0
88,400000,2015,75000,Diesel,First,Not Available,Individual,1248.0,22.9,FWD ,No ,3850,1695,1530,2430,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,True,True,False,False,False,False,5 Gears,22.9,74.0,190.0
89,575000,2015,70000,Diesel,First,Not Available,Individual,1248.0,20.77,FWD ,Yes,4265,1695,1685,2740,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,False,False,5 Gears,20.77,89.0,200.0
90,480000,2020,32000,CNG,First,Comprehensive,Individual,1196.0,16.2,RWD ,No ,3675,1475,1800,2350,5.0,5.0,2.0,Disc ,Drum ,Manual,Manual,False,False,False,False,False,False,True,False,True,False,True,False,False,5 Gears,16.2,73.0,101.0
91,509999,2015,65000,Petrol,Second,Comprehensive,Individual,1497.0,17.8,FWD ,No ,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,True,True,True,False,False,False,True,True,True,False,True,True,True,5 Gears,17.8,117.0,145.0
92,675000,2017,65000,Diesel,First,Comprehensive,Individual,1493.0,16.5,RWD ,Yes,3995,1745,1880,2680,5.0,7.0,3.0,Disc ,Drum ,Power,Manual,False,False,True,False,True,False,True,False,True,False,True,False,False,5 Gears,16.5,70.0,195.0
93,990000,2014,110700,Diesel,Second,Not Available,Individual,1968.0,18.66,FWD ,Yes,4861,1864,1483,2841,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,True,True,True,True,Automatic,18.66,174.0,350.0
94,780000,2017,77000,Diesel,First,Comprehensive,Individual,1396.0,21.38,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,6 Gears,21.38,89.0,224.0
95,290000,2013,41000,Diesel,Second,Comprehensive,Individual,1336.0,21.93,FWD ,No ,3995,1710,1505,2525,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,False,True,False,False,False,True,False,True,False,False,False,False,6 Gears,21.93,89.0,219.744
96,250000,2014,71000,Petrol,Second,Comprehensive,Individual,1368.0,15.2,FWD ,No ,3987,1687,1495,2510,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,False,False,True,False,5 Gears,15.2,89.0,115.0
97,894999,2016,68000,Diesel,First,Third Party,Individual,1582.0,19.67,FWD ,Yes,4270,1780,1630,2590,5.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,True,False,True,True,True,True,True,True,True,6 Gears,19.67,126.0,265.0
98,925000,2022,4000,Petrol,First,Comprehensive,Individual,1462.0,20.6,FWD ,No ,4490,1730,1485,2650,4.0,5.0,2.0,Ventilated Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,True,5 Gears,20.6,103.0,138.0
99,350000,2010,105000,Petrol,First,Comprehensive,Individual,1798.0,13.1,FWD ,Yes,4833,1817,1482,2761,4.0,5.0,2.0,Disc ,Disc,Power,Automatic,True,True,True,True,False,False,True,True,True,False,True,True,False,Automatic,13.1,158.0,250.0
100,465000,2014,105000,Diesel,Second,Not Available,Individual,1498.0,26.0,FWD ,Yes,4440,1695,1495,2600,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,False,6 Gears,26.0,99.0,200.0
101,465000,2015,83000,Diesel,Second,Not Available,Individual,1498.0,25.8,FWD ,Yes,3990,1680,1505,2405,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,False,True,True,True,5 Gears,25.8,99.0,200.0
102,380000,2014,64000,Petrol,First,Comprehensive,Individual,1197.0,19.1,FWD ,No ,3995,1660,1520,2425,4.0,5.0,2.0,Disc ,Drum ,Power,Manual,False,True,True,False,False,False,True,True,True,True,True,True,False,5 Gears,19.1,81.0,114.0
103,2650000,2015,96000,Diesel,Second,Comprehensive,Individual,2967.0,12.07,AWD ,Yes,5089,1983,1737,3002,5.0,7.0,3.0,Disc ,Disc,Power,Automatic,True,True,True,True,True,True,True,True,True,True,True,True,True,Automatic,12.07,241.0,550.0
